catalog_no,title,author_name,published_year,pages,language,status,Source,category1,category2
S0284,දම්පියා අටුවා ගැටපදය විවරණය,මැදඋදන්ගොඩ විමලකිත්ති හිමි,1967-01-01,222,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0285,එළු උමංදාව,පරවාහැර පේමානන්ද හිමි/ ගලගම ධම්මික හිමි,1950-01-01,260,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0286,ධම්මපද පුරාණ සන්නය,කඹුරුපිටියේ ධම්මරතන හිමි,1926-01-01,214,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0287,ධම්මපද පුරාණ සන්නය,හෙය්යන්තුදුවේ දේවමිත්ත හිමි,1911-01-01,208,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0288,ධම්මපද විවරණය,මොරගල්ලේ සිරි ඤාණෝභාසතිස්ස හිමි,1962-01-01,852,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0289,The Dammapada,Narada Thero,1959-01-01,102,English,Full,Paramaththa,සූත්‍ර,වෙනත්
S0290,Buddavamsa and chariya-pitaka,Richard Moris,1882-01-01,124,English,Full,Paramaththa,සූත්‍ර,වෙනත්
S0291,ධර්‍මමාත්‍ථර්‍ දීපනී,රත්ගම ශ්‍රී පඤ්ඤාසේකර හිමි,1936-01-01,370,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0292,The Dammapada 02,Narada Thero,1940-01-01,108,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0293,අපදාන පාලි,පොල්වත්තේ සිරි බුද්දදත්ත හිමි,1930-01-01,516,Pali,Full,Paramaththa,සූත්‍ර,වෙනත්
S0294,දශජාතක කථා වස්තුව,කළුතර ගුණානන්ද හිමි,1928-01-01,422,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0295,ධම්මපදං,,,34,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0296,ධම්මපදටඨකථා,සිරි ඤාණිස්සර හිමි,1933-01-01,700,Pali,Full,Paramaththa,සූත්‍ර,වෙනත්
S0297,ධම්මපදය,හෙය්යන්තුදුවේ දේවමිත්ත හිමි,1889-01-01,148,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0298,භූරිදත්ත - වෙස්සන්තර ජාතක විවරණය,ලයනල් ලොකුලියන,1955-01-01,326,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0299,විමානවස්තුප්‍රකරණය ප්‍රේතවස්තුප්‍රකරණය,තෙල්වත්තේ මහානාග සිලානනද හිමි,1901-01-01,430,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0300,අංගුලිමාල සූත්‍රය,ගිරිදර රතනජෝති හිමි,1891-01-01,44,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0301,අග්ගිකඛන්ධෝපම සූත්‍රසන්නය,,1900-01-01,30,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0302,ජාතක අටුවා ගැටපදය,ඩී බි ජයතිලක,1943-01-01,264,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0303,ජාතක ගාථා සන්නය,බද්දේගම ශ්‍රී ධම්මරතන හිමි,1929-01-01,570,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0304,ජාතක පාලි,නාරද හිමි,1944-01-01,360,Pali,Full,Paramaththa,සූත්‍ර,වෙනත්
S0305,දික්සඟිය (භාවය),බලංගොඩ ආනන්දමෛත්‍රිය හිමි,1965-01-01,382,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0306,මහා පරිනිර්වාණ ධර්මය,බම්බරන්දේ සිරි සීවලී හිමි,1962-01-01,302,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0307,අච්ඡරියබ්භුත සූත්‍රය,,1897-01-01,52,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0308,අඤ්ඤාකොණ්ඩඤ්ඤ සූත්‍රය,මාලමුල්ලේ විමලරතන හිමි,1887-01-01,32,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0309,අටුවා සන්න සහිත ධම්මික සූත්‍රය,,1895-01-01,32,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0310,අටුවා-සන්න සහිත චෙතොඛිල සූත්‍රය,,1897-01-01,32,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0311,අනාගත වංශ දේශනාව (මෛත්‍රෙය වර්ණනාව),,1901-01-01,38,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0312,ආර්‍යවංශ සූත්‍රය,මිරිස්සේ ඤාණරතනතිස්ස හිමි,1898-01-01,28,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0313,ආලවක සුත්තං,තොටගමුවේ විමලඤාණතිස්ස හිමි,1951-01-01,70,Pali,Full,Paramaththa,සූත්‍ර,වෙනත්
S0314,උම්මග්ග ජාතකය,කුමාරතුංග මුනිදාස,1907-01-01,274,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0315,උම්මග්ග ජාතකය ගැටපද විවරණය සහිතයි,එච් දී එස් අබේරත්න,1904-01-01,243,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0316,උම්මග්ග ජාතකය,බටුවන්තුඩාවේ පඬිතුමා,1907-01-01,230,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0317,චූලපණණමා සූත්‍රය,,1893-01-01,20,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0318,තිරොකුඩ්ඩ සූත්‍ර සන්නය සහ නිධිකණ්ඩ සූත්‍ර සන්නය,,1889-01-01,18,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0319,ථෙරිගාථා ව්‍යාඛ්‍යා,ජයවික්‍රම හා කාහඟආරච්චි,1958-01-01,312,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0320,දම්සක් පැවතුම් සූත්‍රය,වෙනිවැල්කොළ ඉන්ද්‍රජෝති හිමි,1915-01-01,92,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0321,දශසංඥා විභාගය,පොල්වත්තේ සිරි බුද්දදත්ත හිමි,1916-01-01,26,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0322,ධම්මහදයවිභංග සූත්‍රය,පින්වත්තේ සෝමානන්ද හිමි,1906-01-01,86,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0323,නවංගුපොසථ සූත්‍රය,බන්දියමුල්ලේ ධම්මරතන හිමි,,30,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0324,නෙත්තිපපකරණං,දෙනිපිටියේ සුදස්සී හිමි,1923-01-01,160,Pali,Full,Paramaththa,සූත්‍ර,වෙනත්
S0325,පුරාණ සන්න සහිත බාලපණ්ඩිත සූත්‍රය,,1893-01-01,56,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0326,පුරාණ සන්න සහිත මහා සතිපට්ඨාන සූත්‍රය,තුඩාවේ ආර්යවංශ හිමි,1928-01-01,192,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0327,පෙළ සහිත මහා ප්‍රධාන සූත්‍ර සන්නය සහ ප්‍රත්‍යවෙක්ෂා ක්‍රමය,සිරිධම්ම හිමි,1915-01-01,60,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0328,ප්‍රවචනාථර්‍ චන්ද්‍රිකා ථේරීගාථා පාලි,ධර්මකීර්ති ශ්‍රී ධම්මානන්ද හිමි,1926-01-01,130,Pali,Full,Paramaththa,සූත්‍ර,වෙනත්
S0329,ප්‍රාප්තකම්ම සූත්‍රය,මඩුගල්ලේ සිද්ධාර්ථ හිමි,1892-01-01,54,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0330,ප්‍රේතවස්තු වර්ණනාව,යු පි ඒකනායක,1926-01-01,428,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0331,මජ්ජිම නිකායො පාඨමො භාගො,කිරිඇල්ලේ ඤාණවිමල හිමි,1946-01-01,350,Pali,Full,Paramaththa,සූත්‍ර,වෙනත්
S0331,මජ්ජිම නිකායො දුතියො භාගො,කිරිඇල්ලේ ඤාණවිමල හිමි,1946-01-01,292,Pali,Full,Paramaththa,සූත්‍ර,වෙනත්
S0331,මජ්ජිම නිකායො තතියො භාගො,කිරිඇල්ලේ ඤාණවිමල හිමි,1939-01-01,328,Pali,Full,Paramaththa,සූත්‍ර,වෙනත්
S0331,මජ්ඣිමනිකායො පාලි,කිරිඇල්ලේ ඤාණවිමල හිමි,1937-01-01,931,Pali,Full,Paramaththa,සූත්‍ර,වෙනත්
S0332,මහා සතිපට්ඨාන භාවාර්ථ සන්නය,,1916-01-01,56,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0333,මහාතිර්ථායතන සූත්‍රය,,1901-01-01,40,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0334,මහානාම සුත්තං,,,28,Pali,Full,Paramaththa,සූත්‍ර,වෙනත්
S0335,මහාසමය සූත්‍රය ආදී සූත්‍ර හත,,1895-01-01,78,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0336,මහා සතිපට්ඨාන සූත්‍ර සන්නය,බුද්ධරක්ඛිත සාරානන්ද හිමි,,186,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0337,ලක්ඛණ සූත්‍රය,මාදම්පේ සංඝරක්ඛිත හිමි,1916-01-01,88,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0338,ලොකානුවිචරණ සුත්‍රාන්ත ව්‍යාඛ්‍යානය,,1907-01-01,26,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0339,වත්ථුපම සුත්තං,,,36,Pali,Full,Paramaththa,සූත්‍ර,වෙනත්
S0340,විස්තර සන්න සහිත ආටානාටිය සූත්‍රය,උදම්මිට ධම්මරක්ඛිත හිමි,1922-01-01,52,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0341,ශුභ සූත්‍රය හෙවත් චූලකම්මවිභංග සූත්‍රය,ගිරිදර රතනජෝති හිමි,1890-01-01,48,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0342,සමන්නෙසනා සහිත සඟි බණ මැදුම්සඟිය,යක්කඩුවේ පඤ්ඤාරාම හිමි,1957-01-01,338,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0343,සමිඞිසූත්‍ර සන්නය,,1898-01-01,22,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0344,සල්ල සූත්‍රය,ජී ධම්මාලෝක හිමි,,14,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0345,සවිස්තර මංගල සූත්‍රය හෙවත් දෙලෝ දියුණුව,නාරද හිමි,1946-01-01,150,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0346,සප්ත භාර්‍යයා සූත්‍රය නය දහස,,1899-01-01,20,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0347,සාරාර්ථදීපිකා නම් වූ ජාතකාරථකථා ව්‍යාඛ්‍යාව,අහුන්ගල්ලේ විමලකීර්ති තිස්ස හිමි,1926-01-01,368,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0348,සිතියම් සහිත උම්මග්ග ජාතකය,බටුවන්තුඩාවේ පඬිතුමා,1909-01-01,260,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0349,සුමංගලවිලාසිනී නාමා දීඝනිකායට්ඨකථා,සරණංකර හිමි,1898-01-01,402,Pali,Full,Paramaththa,සූත්‍ර,වෙනත්
S0350,සීහොපම සූත්‍ර වර්ණනාව,උරාපොල වජිරවංසතිස්ස හිමි,,28,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0351,සුත්තසංගහ පාළි,ධිරානනද හිමි,,168,Pali,Full,Paramaththa,සූත්‍ර,වෙනත්
S0352,සුත්තසංගහට්ඨකථා,සිරිසුගතපාල හිමි,1928-01-01,252,Pali,Full,Paramaththa,සූත්‍ර,වෙනත්
S0353,සුත්තසංගහො,යු පි ඒකනායක,1935-01-01,158,Pali,Full,Paramaththa,සූත්‍ර,වෙනත්
S0354,සූත්‍රනිපාතය පුරාණ අර්ථව්‍යාඛ්‍යාන සහිත.,පඤ්ඤානන්ද හිමි,1914-01-01,236,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0355,මනොරථපුරණි නාමධෙය අංගොත්තරනිකායාර්ථ කථාව,රත්මලානේ ධර්මකිර්ති ශ්‍රී ධර්මාරාම හිමි,1922-01-01,862,Pali,Full,Paramaththa,සූත්‍ර,වෙනත්
S0356,සන්න සහිත අෂ්ඨිපුඤ්ජ සූත්‍රය සහ පාවෙය්‍යක සූත්‍රය,,1897-01-01,14,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0357,සන්න සහිත ආමගන්ධ සූත්‍රය,කළුතර ධම්මානන්ද හිමි,1911-01-01,38,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0358,සන්න සහිත ආලවක සූත්‍රය 3,,1897-01-01,68,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0359,සන්න සහිත ආලවක සූත්‍රය,,1910-01-01,70,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0360,සන්න සහිත ආශිර්විෂෝපම සූත්‍රය හෙවත් නයි සතරදෙනා,වලිපැන්නේ ශ්‍රී උපතිස්ස හිමි,1955-01-01,60,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0361,සන්න සහිත ආශිර්විෂෝපම සූත්‍රය,,1891-01-01,44,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0362,සන්න සහිත කාමභොගී සූත්‍රය,,1896-01-01,30,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0363,සන්න සහිත චක්‍රවර්තිසීහනාද සූත්‍රය,,1895-01-01,84,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0364,සන්න සහිත චුන්ද සූත්‍රය,,1896-01-01,12,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0365,සන්න සහිත දානුප්පත්ති සූත්‍රය,උඩුගම්පොල සවර්ණජෝති හිමි,1892-01-01,14,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0366,සන්න සහිත පරාභව සූත්‍රය,කළුතර සරානනද හිමි,1891-01-01,68,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0367,සන්න සහිත මල්ලිකොවාද සූත්‍රය,,1894-01-01,44,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0368,සන්න සහිත මහා දේවදූත සූත්‍රය,,1891-01-01,44,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0369,සන්න සහිත මහා පරිනිර්වාණ සූත්‍රය,කිත්තන්ගොඩ සරණංකර හිමි,1914-01-01,236,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0370,සන්න සහිත මහා සතිපට්ඨාන සූත්‍රය,,1883-01-01,138,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0371,සන්න සහිත මූලපරියාය සූත්‍රය,උදුගොඩ රතනපාල හිමි,1914-01-01,54,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0372,සන්න සහිත රට්ඨපාල සූත්‍රය,,1890-01-01,68,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0373,සන්න සහිත රථකාර සූත්‍රය,,1926-01-01,22,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0374,සන්න සහිත විමුක්ති සූත්‍රය,,,14,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0375,සන්න සහිත විශාඛුපොසථ සූත්‍රය,,,44,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0376,සන්න සහිත වෙරඤ්ජ සූත්‍රය,මාගම්මන මේධානන්ද හිමි,1893-01-01,36,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0377,සන්න සහිත සම්මා දිට්ඨි සූත්‍රය,මුල්ලපිටියේ මෙධාවිතිස්ස හිමි,1899-01-01,42,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0378,අටුවා සන්න සහිත අපුත්තක සූත්‍රය,,1900-01-01,20,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0379,අටුවා සන්න සහිත කර්මනිදාන සූත්‍රය,,1897-01-01,28,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0380,අර්ථකථා සහිත කායවිච්ඡන්දනික සූත්‍රය නොහොත් විජය සූත්‍රය,,1898-01-01,52,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0381,කාලදාන සූත්‍රය,,1895-01-01,14,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0382,තමොතමපරායණ සූත්‍රය,,1897-01-01,20,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0383,දාරුක්ඛන්ධෝපම සූත්‍රය,,1900-01-01,26,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0384,පදාර්ථ භාවාර්ථ සහිත විජය සූත්‍රය,,,42,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0385,පබ්බතුපම සූත්‍රය,,1897-01-01,18,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0386,පුරාණ සන්න සහිත අරක සූත්‍රය,,1894-01-01,16,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0387,පුරාණ සන්න සහිත උපොසථ සූත්‍රය,,1891-01-01,46,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0388,පුරාණ සන්න සහිත කසීභාරද්වාජ සූත්‍රය,,1896-01-01,32,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0389,පුරාතන සන්න සහිත ධජග්ග සූත්‍රය,,1899-01-01,22,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0390,පෙළ සහිත ඡානුස්සති සූත්‍රය සන්නය,,1895-01-01,28,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0391,පෙළ සහිත සප්තආර්‍යධන සූත්‍ර සන්නය,,1896-01-01,22,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0392,පෙළ සහිත සුමනා සූත්‍රය සන්නය,,1896-01-01,18,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0393,මෛථුනසංයෝග සූත්‍රය,තංගල්ලේ ඤාණවිමලතිස්ස හිමි,1896-01-01,18,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0394,වසල සූත්‍රය,,1898-01-01,18,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0395,විස්තර සන්න අටුවා සහිත තිරොකුඩ්ඩ සූත්‍රය සහ නිධිකණ්ඩ සූත්‍රය,,1895-01-01,30,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0396,වෙනාගපුර සූත්‍ර සන්නය,,1899-01-01,36,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0397,සන්න සහිත වච්ඡගොත්ත සූත්‍රය,,1900-01-01,16,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0398,සන්න සහිත වජ්ජ සූත්‍රය,,1896-01-01,22,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0399,සන්න සහිත වෙලාම සූත්‍රය,,1892-01-01,22,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0400,සන්න සහිත ව්‍යඝ්‍රපද්‍ය සූත්‍රය,,1900-01-01,24,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0401,සප්පුරිසදාන සූත්‍රය,,1897-01-01,26,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0402,සමචිත්ත පරියාය සූත්‍රය,,1899-01-01,24,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0403,සරභ සූත්‍රය,,1897-01-01,28,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0404,The Anguttara Nikaya,Pali Text Society,1883-01-01,140,English,Full,Paramaththa,සූත්‍ර,වෙනත්
S0405,Jathaka Tales,H T Francis and Thomas,1916-01-01,514,English,Full,Paramaththa,සූත්‍ර,වෙනත්
S0406,Monorathapurani II,Pali Text Society,1930-01-01,396,English,Full,Paramaththa,සූත්‍ර,වෙනත්
S0407,Paramattajothika Kuddaka Pata I,Pali Text Society,1915-01-01,278,English,Full,Paramaththa,සූත්‍ර,වෙනත්
S0408,Paramattajothika Suttanipatha II,Pali Text Society,1917-01-01,234,English,Full,Paramaththa,සූත්‍ර,වෙනත්
S0409,Paramattha Dipani Udanatthakatha,Pali Text Society,1926-01-01,524,English,Full,Paramaththa,සූත්‍ර,වෙනත්
S0410,Petawattu,Pali Text Society,1888-01-01,110,English,Full,Paramaththa,සූත්‍ර,වෙනත්
S0411,Saddamma Pajjothika Mahaniddesa,Pali Text Society,1931-01-01,258,English,Full,Paramaththa,සූත්‍ර,වෙනත්
S0412,Vimanavattu,Pali Text Society,1901-01-01,394,English,Full,Paramaththa,සූත්‍ර,වෙනත්
S0413,Ummagga Jathaka,TB Yatawara,1898-01-01,264,English,Full,Paramaththa,සූත්‍ර,වෙනත්
S0414,භාවසන්න සහිත මිත්තානිසංස- මොරපරිත්ත දෙසනා,පහමුනුතොට සුධම්මානන්ද හිමි,1949-01-01,36,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0415,භාවසන්න සහිත මහා මංගල සූත්‍රය,වෙඬරුවේ අනවමදර්ශී හිමි,1950-01-01,30,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0416,භාව සන්න සහිත ගිරිමානන්ද සූත්‍රය,කහටපිටියේ දේවරක්ඛිත හිමි,1950-01-01,30,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0417,භාවසන්න සහිත සච්චවිභංග සූත්‍රය,මාතර ඤාණරාම හිමි,1951-01-01,38,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0418,ධජග්ග සූත්‍රය,මුල්ලේගම සිලාලංකාර හිමි,1932-01-01,44,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0419,භාව සන්න සහිත අභිණහපච්චවෙකඛිතබ්බ සූත්‍රය,කලුකොදයාවේ පඤ්ඤාසේකර හිමි,1935-01-01,72,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0420,අනාගත වංශ දේශනාව,,,36,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0421,වාසෙට්ඨ සුත්තං,,,38,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0422,නිද්දේසපාළි,වැලිවිටියේ සෝරත හිමි,1933-01-01,414,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0423,දීඝනිකායො.,වැලිතර ඤාණවාස හිමි,1939-01-01,680,Pali,Full,Paramaththa,සූත්‍ර,වෙනත්
S0424,උදානං,මුල්ලපිටිගම විජිතජෝති හිමි,1913-01-01,104,Pali,Full,Paramaththa,සූත්‍ර,වෙනත්
S0425,සරලාර්ථකෞමුදී ජාතකාර්ථකථාව්‍යාඛ්‍යාව,පලන්නොරුවේ විමලධම්ම හිමි,1927-01-01,128,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0426,සංයුක්ත නිකාය ගාථා සන්නය,,,160,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0427,පපඤ්ච සූදනී මජ්ඣිමනිකාය අට්ටකථා,බුද්ධරක්ඛිත හිමි,1924-01-01,602,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0428,නය සාගරොත්පත්තිය හෙවත් චතුරාර්‍යසත්‍යය,නාගවිල ධම්මාරාම හිමි,1926-01-01,17,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0429,මධ්‍යම ප්‍රතිපදාව හෙවත් ආර්ය අෂ්ටාංගික මාර්ගය,නාගවිල ධම්මාරාම හිමි,1930-01-01,13,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0430,නිවන නොහොත් ආර්ය පුද්ගලයන් එකසිය අට,,1915-01-01,28,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0431,භාව සන්න සහිත පාසාදික සූත්‍රය,කලුකොදයාවේ පඤ්ඤාසේකර හිමි,1937-01-01,106,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0432,භාව සන්න සහිත අග්ගඤ්ඤ සූත්‍රය,කලුකොදයාවේ පඤ්ඤාසේකර හිමි,1937-01-01,76,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0433,භාව සන්න සහිත කාලාම සූත්‍රය,කලුකොදයාවේ පඤ්ඤාසේකර හිමි,1936-01-01,82,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0434,භාව සන්න සහිත කකචූපම සූත්‍රය,කලුකොදයාවේ පඤ්ඤාසේකර හිමි,1934-01-01,48,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0435,භාව සන්න සහිත චුල්ලකම්ම විභංග සූත්‍රය,කලුකොදයාවේ පඤ්ඤාසේකර හිමි,1936-01-01,34,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0436,භාව සන්න සහිත චුල්ලහත්ථිපදොපම සූත්‍රය,කලුකොදයාවේ පඤ්ඤාසේකර හිමි,1934-01-01,48,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0437,භාව සන්න සහිත බාලපණ්ඩිත සූත්‍රය,කලුකොදයාවේ පඤ්ඤාසේකර හිමි,1934-01-01,66,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0438,භාව සන්න සහිත සමචිත්තපරියාය සූත්‍රය,කලුකොදයාවේ පඤ්ඤාසේකර හිමි,1934-01-01,36,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0439,භාව සන්න සහිත වම්මික සූත්‍රය,,1923-01-01,22,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0440,පායාසිරාජඤ්ඤ සූත්‍රය,බද්දේගම පියරතන හිමි,1935-01-01,84,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0441,භාව සන්න සහිත වසල සූත්‍රය,වේරගොඩ අමරමෝලි හිමි,1934-01-01,18,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0442,සංයුක්ත ප්‍රදීපිකා,කිරිඇල්ලේ ඤාණවිමල හිමි,1935-01-01,268,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0443,සද්ධර්ම කෞමුදි නම් භාවාර්ථවිවරණ සහිත ධම්මපද පාළි,මොරෙන්තුඩුවේ ශ්‍රී ධම්මානන්ද හිමි,1946-01-01,314,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0444,සිංහල සන්න සහිත සප්තසූරයෝද්ගමන සූත්‍රය,,1885-01-01,62,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0445,අග්ගිකභාරද්වාජ සූත්‍ර සන්නය,,1932-01-01,46,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
S0446,මහා සමය සූත්‍ර සන්නය,උවේ පඤ්ඤානන්ද හිමි,1933-01-01,130,Sinhala,Full,Paramaththa,සූත්‍ර,වෙනත්
